shipment_id,order_id,priority,predicted_delay_risk,route_priority,coverage_status,green_shipment,event_type,severity,operational_priority_score,operational_priority,recommended_action,business_explanation
SHP007967,ORD007967,Standard,Low,Medium,Secondary,Yes,Vehicle Breakdown,High,60,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP007968,ORD007968,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007969,ORD007969,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP007970,ORD007970,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007971,ORD007971,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007972,ORD007972,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007973,ORD007973,Standard,Low,High,Secondary,Yes,No Disruption,None,50,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP007974,ORD007974,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP007975,ORD007975,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007976,ORD007976,Standard,High,Low,Secondary,No,Inventory Shortage,Medium,71,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP007977,ORD007977,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007978,ORD007978,Standard,High,Low,Secondary,No,Inventory Shortage,Medium,71,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP007979,ORD007979,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP007980,ORD007980,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007981,ORD007981,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP007982,ORD007982,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007983,ORD007983,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007984,ORD007984,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007985,ORD007985,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP007986,ORD007986,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007987,ORD007987,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007988,ORD007988,Express,Medium,Low,Secondary,No,Weather Delay,Medium,76,High,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP007989,ORD007989,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP007990,ORD007990,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007991,ORD007991,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007992,ORD007992,Standard,Medium,Medium,Secondary,Yes,No Disruption,None,52,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP007993,ORD007993,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007994,ORD007994,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007995,ORD007995,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007996,ORD007996,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP007997,ORD007997,Standard,Medium,Low,Secondary,No,Warehouse Shutdown,Critical,76,High,Emergency Escalation,Critical operational disruption detected. Immediate intervention required.
SHP007998,ORD007998,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP007999,ORD007999,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008000,ORD008000,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008001,ORD008001,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008002,ORD008002,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008003,ORD008003,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008004,ORD008004,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008005,ORD008005,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008006,ORD008006,Standard,Low,Medium,Secondary,Yes,Driver Absence,Medium,52,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008007,ORD008007,Standard,Medium,Low,Secondary,No,Driver Absence,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008008,ORD008008,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008009,ORD008009,Standard,Low,High,Secondary,Yes,No Disruption,None,50,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008010,ORD008010,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008011,ORD008011,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008012,ORD008012,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008013,ORD008013,Express,Medium,Low,Secondary,No,Weather Delay,Medium,76,High,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008014,ORD008014,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008015,ORD008015,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008016,ORD008016,Express,High,Low,Secondary,No,Vehicle Breakdown,High,94,Critical,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008017,ORD008017,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008018,ORD008018,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008019,ORD008019,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008020,ORD008020,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008021,ORD008021,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008022,ORD008022,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008023,ORD008023,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008024,ORD008024,Standard,Low,High,Secondary,Yes,No Disruption,None,50,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008025,ORD008025,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008026,ORD008026,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008027,ORD008027,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008028,ORD008028,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008029,ORD008029,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008030,ORD008030,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008031,ORD008031,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008032,ORD008032,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008033,ORD008033,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008034,ORD008034,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008035,ORD008035,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008036,ORD008036,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008037,ORD008037,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008038,ORD008038,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008039,ORD008039,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008040,ORD008040,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008041,ORD008041,Standard,High,Low,Secondary,No,Vehicle Breakdown,High,79,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008042,ORD008042,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008043,ORD008043,Standard,Medium,Low,Secondary,No,Vehicle Breakdown,High,69,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008044,ORD008044,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008045,ORD008045,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008046,ORD008046,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008047,ORD008047,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008048,ORD008048,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008049,ORD008049,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008050,ORD008050,Standard,Medium,Medium,Secondary,Yes,Vehicle Breakdown,High,70,High,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008051,ORD008051,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008052,ORD008052,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008053,ORD008053,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008054,ORD008054,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008055,ORD008055,Standard,Medium,Low,Secondary,No,Driver Absence,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008056,ORD008056,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008057,ORD008057,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008058,ORD008058,Express,Medium,Low,Secondary,No,Weather Delay,Medium,76,High,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008059,ORD008059,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008060,ORD008060,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008061,ORD008061,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008062,ORD008062,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008063,ORD008063,Express,High,Low,Secondary,No,Vehicle Breakdown,High,94,Critical,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008064,ORD008064,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008065,ORD008065,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008066,ORD008066,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008067,ORD008067,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008068,ORD008068,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008069,ORD008069,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008070,ORD008070,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008071,ORD008071,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008072,ORD008072,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008073,ORD008073,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008074,ORD008074,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008075,ORD008075,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008076,ORD008076,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008077,ORD008077,Standard,Medium,Low,Secondary,No,Vehicle Breakdown,High,69,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008078,ORD008078,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008079,ORD008079,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008080,ORD008080,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008081,ORD008081,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008082,ORD008082,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008083,ORD008083,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008084,ORD008084,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008085,ORD008085,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008086,ORD008086,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008087,ORD008087,Standard,Low,Medium,Secondary,Yes,Weather Delay,Medium,52,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008088,ORD008088,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008089,ORD008089,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008090,ORD008090,Express,Medium,Low,Secondary,Yes,No Disruption,None,61,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008091,ORD008091,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008092,ORD008092,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008093,ORD008093,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008094,ORD008094,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008095,ORD008095,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008096,ORD008096,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008097,ORD008097,Standard,Medium,Low,Secondary,No,Vehicle Breakdown,High,69,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008098,ORD008098,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008099,ORD008099,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008100,ORD008100,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008101,ORD008101,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008102,ORD008102,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008103,ORD008103,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008104,ORD008104,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008105,ORD008105,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008106,ORD008106,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008107,ORD008107,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008108,ORD008108,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008109,ORD008109,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008110,ORD008110,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008111,ORD008111,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008112,ORD008112,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008113,ORD008113,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008114,ORD008114,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008115,ORD008115,Standard,Medium,Low,Secondary,No,Driver Absence,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008116,ORD008116,Standard,Low,High,Secondary,Yes,No Disruption,None,50,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008117,ORD008117,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008118,ORD008118,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008119,ORD008119,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008120,ORD008120,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008121,ORD008121,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008122,ORD008122,Express,High,Low,Secondary,No,No Disruption,None,76,High,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008123,ORD008123,Standard,Medium,Low,Secondary,Yes,No Disruption,None,46,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008124,ORD008124,Express,Low,Medium,Secondary,Yes,No Disruption,None,57,Medium,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008125,ORD008125,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008126,ORD008126,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008127,ORD008127,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008128,ORD008128,Standard,Medium,Low,Secondary,No,Weather Delay,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008129,ORD008129,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008130,ORD008130,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008131,ORD008131,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008132,ORD008132,Standard,High,Low,Secondary,No,No Disruption,None,61,Medium,Prioritize Dispatch,Shipment has high delay risk. Prioritize dispatch to reduce service impact.
SHP008133,ORD008133,Standard,Low,Medium,Secondary,Yes,No Disruption,None,42,Low,Review Warehouse Assignment,Shipment is assigned through a secondary warehouse. Review routing efficiency.
SHP008134,ORD008134,Standard,Medium,Low,Secondary,No,Inventory Shortage,Medium,61,Medium,Mitigate Disruption,Active disruption detected. Apply contingency plan.
SHP008135,ORD008135,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008136,ORD008136,Express,Medium,Low,Secondary,No,No Disruption,None,66,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008137,ORD008137,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
SHP008138,ORD008138,Standard,Medium,Low,Secondary,No,No Disruption,None,51,Medium,Recommend Green Fleet,Shipment sustainability score is low. Consider greener fleet allocation.
